Source	Target	association_score	original	MutualInformation	ENV_daylength_InterationInformation	ENV_daylength_II_p_value	ENV_daylength_DataProcessingInequality_MI_rank	ENV_daylength_COMBI_II_DPI	ENV_Temperature_InterationInformation	ENV_Temperature_II_p_value	ENV_Temperature_DataProcessingInequality_MI_rank	ENV_Temperature_COMBI_II_DPI	ENV_Salinity_InterationInformation	ENV_Salinity_II_p_value	ENV_Salinity_DataProcessingInequality_MI_rank	ENV_Salinity_COMBI_II_DPI	ENV_NH4_InterationInformation	ENV_NH4_II_p_value	ENV_NH4_DataProcessingInequality_MI_rank	ENV_NH4_COMBI_II_DPI	ENV_NO2_InterationInformation	ENV_NO2_II_p_value	ENV_NO2_DataProcessingInequality_MI_rank	ENV_NO2_COMBI_II_DPI	ENV_NO3_InterationInformation	ENV_NO3_II_p_value	ENV_NO3_DataProcessingInequality_MI_rank	ENV_NO3_COMBI_II_DPI	ENV_PO4_InterationInformation	ENV_PO4_II_p_value	ENV_PO4_DataProcessingInequality_MI_rank	ENV_PO4_COMBI_II_DPI	ENV_Si_InterationInformation	ENV_Si_II_p_value	ENV_Si_DataProcessingInequality_MI_rank	ENV_Si_COMBI_II_DPI	COMBI_allENV
ASV_398_16S_3_200	OTU_2396_18S_3_200	-0.570719801511984	1	0.378714	-0.469125	0.4995	3	1	-0.378714	1	3	1	-0.469125	0.5005	3	1	-0.247181	0.876124	3	1	-0.396834	0.428571	3	1	-0.367728	0.347652	3	1	-0.470156	0.453546	3	1	-0.3223	0.165834	3	1	8
ASV_399_16S_022_3	ASV_446_16S_022_3	0.537756536818005	1	0.750859	-0.633826	0.000999	3	1	-0.633826	0.000999	3	1	0.04662	NA	3	1	-0.52557	0.113886	3	1	-0.195425	0.596404	3	1	-0.122721	0.697303	3	1	-0.66148	0.000999	3	1	-0.505107	0.028971	3	1	8
ASV_399_16S_022_3	OTU_372_18S_022_3	0.666786015033722	1	0.393405	-0.353987	0.111888	3	1	-0.376435	0.000999	3	1	0.079511	NA	3	1	-0.181367	0.586414	3	1	0.014354	NA	2	1	0.286252	NA	3	1	0.093652	NA	1	1	0.099604	NA	3	1	8
ASV_399_16S_022_3	OTU_4685_18S_3_200	-0.735397756099701	1	0.424131	-0.452147	0.38961	3	1	0.589921	NA	3	1	-0.303372	0.400599	3	1	-0.221592	0.437562	3	1	-0.286728	0.368631	2	1	-0.226713	0.455544	3	1	0.082534	NA	2	1	-0.085162	0.388611	3	1	8
ASV_4_16S_022_3	ASV_40_16S_3_200	0.768447199957512	1	0.570703	-0.546372	0.000999	3	1	-0.546372	0.000999	3	1	-0.436211	0.8002	3	1	-0.401106	0.063936	3	1	-0.420376	0.095904	3	1	-0.436364	0.112887	3	1	-0.232842	0.155844	3	1	-0.329572	0.166833	3	1	8
ASV_403_16S_022_3	OTU_309_18S_022_3	0.604260491929346	1	0.440254	-0.410995	0.000999	3	1	-0.401834	0.445554	3	1	-0.1496	0.8002	3	1	-0.234908	0.08991	2	1	-0.060671	0.812188	2	1	-0.095701	0.783217	2	1	-0.268644	0.131868	2	1	-0.072161	0.195804	1	1	8
ASV_403_16S_022_3	OTU_3817_18S_022_3	-0.836861653914403	1	0.391448	-0.391448	0.722278	3	1	-0.391448	0.723277	3	1	-0.354609	0.8002	3	1	-0.080329	0.238761	2	1	-0.359537	0.000999	2	1	-0.178716	0.334665	2	1	0.337101	NA	2	1	0.380593	NA	2	1	8
ASV_404_16S_022_3	ASV_567_16S_022_3	0.821476590394346	1	0.532561	-0.452424	0.000999	3	1	-0.163998	0.612388	3	1	-0.163998	0.400599	3	1	-0.050862	0.314685	3	1	-0.403602	0.060939	3	1	-0.266787	0.118881	3	1	-0.218914	0.345654	3	1	-0.344826	0.083916	3	1	8
ASV_404_16S_022_3	OTU_3418_18S_022_3	-0.782509739636231	1	0.389829	-0.3336	0.000999	3	1	0.636731	NA	3	1	-0.355449	0.300699	3	1	0.008355	NA	2	1	-0.362914	0.036963	3	1	-0.280014	0.375624	2	1	-0.259579	0.227772	3	1	0.582419	NA	3	1	8
ASV_405_16S_022_3	ASV_1102_16S_022_3	0.82200156675523	1	0.536577	-0.130805	0.777223	3	1	-0.509768	0.000999	3	1	-0.34509	0.300699	3	1	-0.037944	0.425574	3	1	-0.123987	0.498501	3	1	-0.254612	0.213786	3	1	-0.104517	0.238761	3	1	0.141496	NA	3	1	8
ASV_405_16S_022_3	OTU_1701_18S_022_3	-0.758427381643181	1	0.319411	0.203217	NA	3	1	-0.295764	0.000999	3	1	-0.295764	0.000999	3	1	-0.116871	0.4995	3	1	0.295719	NA	3	1	0.306616	NA	3	1	0.088222	NA	2	1	-0.025758	0.693307	3	1	8
ASV_41_16S_022_3	ASV_1479_16S_3_200	0.688249051570892	1	0.803157	-0.748689	0.000999	3	1	-0.748689	0.000999	3	1	-0.748689	0.000999	3	1	-0.621052	0.6004	3	1	-0.63062	0.203796	3	1	-0.646608	0.060939	3	1	-0.676254	0.452547	3	1	-0.730011	0.110889	3	1	8
ASV_41_16S_022_3	OTU_411_18S_022_3	0.767079472541809	1	0.408781	-0.38445	0.000999	3	1	-0.38445	0.000999	3	1	-0.385809	0.6004	3	1	-0.322208	0.250749	3	1	-0.266381	0.036963	3	1	-0.292071	0.017982	3	1	-0.251741	0.36963	2	1	-0.237422	0.221778	2	1	8
ASV_41_16S_022_3	OTU_881_18S_3_200	0.847759343879277	1	0.462599	-0.438268	0.000999	3	1	-0.328107	0.723277	3	1	-0.438268	0.000999	3	1	-0.423791	0.387612	3	1	-0.312272	0.167832	3	1	-0.393655	0.036963	3	1	-0.305559	0.395604	3	1	0.369698	NA	3	1	8
ASV_425_16S_022_3	OTU_332_18S_022_3	0.741434276103973	1	0.716086	-0.680828	0.000999	3	1	-0.680828	0.000999	3	1	-0.680828	0.000999	3	1	-0.456079	0.137862	3	1	-0.481436	0.000999	3	1	-0.648917	0.051948	3	1	-0.474248	0.237762	3	1	-0.190963	0.444555	3	1	8
ASV_425_16S_022_3	OTU_641_18S_022_3	0.542524576187134	1	0.68261	-0.573674	0.000999	3	1	-0.573674	0.000999	3	1	-0.573674	0.000999	3	1	-0.568705	0.037962	3	1	-0.506593	0.060939	3	1	-0.523255	0.322677	3	1	-0.462981	0.215784	3	1	-0.130349	0.861139	3	1	8
ASV_427_16S_022_3	ASV_1413_16S_022_3	0.901871562004089	1	0.750777	-0.691526	0.000999	3	1	-0.691526	0.000999	3	1	-0.065489	0.8002	3	1	-0.379384	0.287712	3	1	-0.491566	0.264735	3	1	-0.501039	0.116883	3	1	-0.466343	0.120879	3	1	-0.298484	0.223776	3	1	8
ASV_427_16S_022_3	ASV_652_16S_022_3	0.881113648450394	1	0.803074	-0.690599	0.557443	3	1	-0.755781	0.000999	3	1	-0.732559	0.6004	3	1	-0.346883	0.375624	3	1	-0.736285	0.108891	3	1	-0.472985	0.382617	3	1	-0.435617	0.250749	3	1	-0.367861	0.084915	3	1	8
ASV_43_16S_022_3	ASV_173_16S_022_3	0.825358088385562	1	0.346644	-0.315918	0.000999	3	1	-0.299082	0.280719	3	1	-0.299082	0.100899	3	1	0.299375	NA	3	1	-0.101287	0.347652	3	1	0.000273	NA	3	1	-0.003171	0.597403	3	1	-0.078354	0.361638	2	1	8
ASV_43_16S_022_3	OTU_33_18S_022_3	0.835517311433916	1	0.32445	-0.32445	0.611389	3	1	-0.32445	0.667333	3	1	-0.32445	0.5005	3	1	-0.314748	0.287712	3	1	-0.005609	0.642358	3	1	0.090415	NA	3	1	-0.204277	0.679321	2	1	-0.073103	0.666334	2	1	8
ASV_433_16S_022_3	OTU_4246_18S_022_3	-0.772973194571078	1	0.513953	-0.513953	0.944056	3	1	-0.513953	0.945055	3	1	-0.513953	1	3	1	-0.45471	0.338661	3	1	-0.442202	0.24975	3	1	-0.482041	0.232767	3	1	-0.545121	0.523477	3	1	-0.493846	0.110889	3	1	8
ASV_438_16S_022_3	OTU_1681_18S_3_200	-0.788418840565384	1	0.370085	0.12059	NA	3	1	-0.370085	0.609391	3	1	-0.370085	0.6004	3	1	0.468927	NA	2	1	0.362182	NA	2	1	0.154258	NA	2	1	0.654568	NA	3	1	0.136319	NA	3	1	8
ASV_438_16S_022_3	OTU_3816_18S_022_3	-0.587460279464722	1	0.444354	-0.444354	0.888112	3	1	-0.444354	1	3	1	-0.444354	1	3	1	-0.323806	0.025974	2	1	-0.353943	0.336663	3	1	-0.38408	0.15984	3	1	-0.29367	0.297702	3	1	-0.13149	0.391608	3	1	8
ASV_442_16S_022_3	ASV_572_16S_022_3	0.834374966558984	1	0.610006	-0.610006	0.609391	3	1	-0.623749	0.38961	3	1	-0.623749	0.400599	3	1	-0.237582	0.128871	3	1	0.040649	NA	3	1	-0.146477	0.271728	3	1	-0.069115	0.345654	3	1	0.067738	NA	3	1	8
ASV_446_16S_022_3	ASV_1013_16S_022_3	0.742998361587524	1	0.72607	-0.620296	0.000999	3	1	-0.620296	0.000999	3	1	0.266833	NA	3	1	-0.47857	0.238761	3	1	-0.410245	0.108891	3	1	-0.314551	0.134865	3	1	-0.464337	0.000999	3	1	-0.368575	0.084915	3	1	8
ASV_448_16S_022_3	OTU_896_18S_3_200	-0.748083420349311	1	0.471945	0.538569	NA	3	1	-0.487453	0.554446	3	1	-0.487453	0.6004	3	1	-0.118181	0.6004	3	1	-0.0267	0.333666	3	1	0.235534	NA	3	1	-0.108037	0.263736	3	1	-0.006217	0.722278	3	1	8
ASV_448_16S_3_200	OTU_836_18S_3_200	-0.733878376356014	1	0.511513	-0.527021	0.556444	3	1	-0.527021	0.4995	3	1	-0.527021	0.6004	3	1	-0.293119	0.000999	3	1	-0.30305	0.228771	3	1	0.194191	NA	3	1	-0.22217	0.012987	3	1	-0.08388	0.27972	3	1	8
ASV_448_16S_3_200	OTU_914_18S_3_200	-0.555111348628998	1	0.414235	-0.436445	0.5005	3	1	-0.436445	0.555445	3	1	-0.436445	0.7003	3	1	-0.244638	0.313686	3	1	-0.107974	0.144855	3	1	0.154517	NA	3	1	-0.252614	0.167832	3	1	-0.026604	0.333666	2	1	8
ASV_457_16S_022_3	OTU_1550_18S_3_200	-0.777432792876501	1	0.366955	-0.388808	0.388611	3	1	-0.388808	0.445554	3	1	-0.004205	0.300699	3	1	-0.031851	0.677323	3	1	0.301924	NA	2	1	0.121629	NA	2	1	-0.23089	0.167832	3	1	-0.162951	0.27972	2	1	8
ASV_457_16S_022_3	OTU_327_18S_3_200	-0.795732441533005	1	0.494036	-0.540905	0.277722	3	1	-0.540905	0.38961	3	1	0.103908	NA	3	1	-0.289721	0.426573	3	1	0.224131	NA	3	1	0.175369	NA	3	1	-0.264215	0.083916	3	1	-0.227492	0.250749	3	1	8
ASV_46_16S_022_3	OTU_124_18S_3_200	-0.754331056322012	1	0.334216	-0.162771	0.502498	3	1	-0.296813	0.000999	3	1	-0.238639	0.6004	3	1	-0.195991	0.048951	3	1	0.047657	NA	3	1	0.221124	NA	2	1	0.192933	NA	3	1	-0.196175	0.390609	1	1	8
ASV_46_16S_3_200	ASV_669_16S_3_200	-0.810838530521392	1	0.419165	-0.389906	0.223776	3	1	-0.395518	0.000999	3	1	-0.389906	0.200799	3	1	0.227886	NA	2	1	0.181147	NA	3	1	0.372369	NA	1	1	0.151102	NA	3	1	-0.370503	0.083916	2	1	8
ASV_473_16S_3_200	ASV_483_16S_3_200	-0.805912710395034	1	0.293086	-0.246997	0.000999	3	1	-0.109062	0.167832	3	1	-0.035239	0.6004	3	1	0.459893	NA	3	1	0.165734	NA	3	1	0.017119	NA	2	1	-0.011661	0.216783	2	1	-0.115746	0.055944	2	1	8
ASV_481_16S_022_3	ASV_1174_16S_3_200	0.69310998916626	1	0.560905	3.051912	NA	3	1	-0.524066	0.000999	3	1	-0.524066	0.000999	3	1	-0.26618	0.8002	3	1	1.297076	NA	3	1	1.027438	NA	3	1	0.169478	NA	3	1	0.020595	NA	3	1	8
ASV_481_16S_022_3	ASV_645_16S_022_3	0.77140093393267	1	0.510817	-0.510817	0.944056	3	1	-0.510817	0.945055	3	1	-0.510817	0.9001	3	1	-0.432171	0.4995	3	1	-0.527703	0.36963	3	1	-0.492445	0.360639	3	1	-0.541985	0.618382	3	1	0.140659	NA	3	1	8
ASV_483_16S_3_200	OTU_478_18S_3_200	-0.682796001434326	1	0.471462	0.308834	NA	3	1	-0.526403	0.222777	3	1	-0.045787	0.200799	3	1	-0.007393	0.635365	3	1	-0.07171	0.380619	3	1	-0.216788	0.121878	3	1	-0.225836	0.132867	3	1	-0.091412	0.167832	3	1	8
ASV_487_16S_022_3	ASV_1868_16S_022_3	0.62377	1	0.494903	-0.494903	1	3	1	-0.609644	0.778222	3	1	-0.494903	1	3	1	-0.428764	0.250749	3	1	-0.556208	0.24975	3	1	-0.506667	0.607393	3	1	-0.494903	0.047952	3	1	-0.543519	0.055944	3	1	8
ASV_487_16S_022_3	ASV_826_16S_022_3	0.770200079447663	1	0.565509	-0.489843	0.611389	3	1	-0.48671	0.556444	3	1	-0.475977	0.000999	3	1	0.029004	NA	3	1	1.350431	NA	3	1	1.15589	NA	3	1	0.286993	NA	3	1	-0.271837	0.195804	3	1	8
ASV_489_16S_022_3	ASV_1090_16S_022_3	0.98708445886377	1	0.981938	-0.749234	0.613387	3	1	1.057181	NA	3	1	-0.782745	0.000999	3	1	0.492108	NA	3	1	0.271503	NA	3	1	0.209014	NA	3	1	-0.423418	0.035964	3	1	-0.511459	0.13986	3	1	8
ASV_49_16S_022_3	ASV_306_16S_022_3	0.670655786991119	1	0.792171	-0.575074	0.000999	3	1	-0.575074	0.000999	3	1	-0.442567	0.5005	3	1	-0.631785	0.238761	3	1	0.080715	NA	3	1	0.415954	NA	3	1	5.7e-05	NA	3	1	-0.333195	0.835165	3	1	8
ASV_49_16S_022_3	OTU_131_18S_022_3	-0.81182	1	0.34477	-0.271092	0.000999	3	1	-0.271092	0.000999	3	1	0.290697	NA	3	1	-0.34477	0.251748	2	1	-0.172303	0.310689	2	1	-0.194086	0.214785	2	1	-0.34477	0.477522	2	1	-0.237956	0.556444	2	1	8
ASV_498_16S_022_3	ASV_1887_16S_022_3	0.869703626487956	1	0.959106	-0.904638	0.612388	3	1	-0.91134	0.000999	3	1	-0.91134	0.000999	3	1	-0.57343	0.226773	3	1	-0.779316	0.537463	3	1	-0.4649	0.767233	3	1	-0.435843	0.322677	3	1	-0.390635	0.529471	3	1	8
ASV_498_16S_022_3	ASV_911_16S_022_3	0.629976511001587	1	0.979625	-0.847254	0.444555	3	1	-0.979625	0.556444	3	1	-0.979625	0.7003	3	1	-0.646836	0.238761	3	1	-0.799835	0.477522	3	1	-0.294692	0.885115	3	1	-0.280662	0.48951	3	1	-0.53281	0.24975	3	1	8
ASV_508_16S_3_200	OTU_2478_18S_3_200	0.737599114261305	1	0.568777	-0.533519	0.000999	3	1	-0.615647	0.723277	3	1	-0.533519	0.000999	3	1	-0.371899	0.237762	3	1	0.20777	NA	3	1	-0.141741	0.144855	3	1	-0.585662	0.225774	3	1	-0.412058	0.360639	3	1	8
ASV_510_16S_022_3	ASV_1006_16S_022_3	0.818610508945925	1	0.765633	-0.493293	0.000999	3	1	-0.493293	0.000999	3	1	2.773429	NA	3	1	-0.636415	0.013986	3	1	-0.458628	0.000999	3	1	-0.474458	0.078921	3	1	0.33889	NA	3	1	-0.650517	0.110889	3	1	8
ASV_510_16S_022_3	ASV_649_16S_022_3	0.531745910644531	1	0.479137	-0.298789	0.612388	3	1	-0.382363	0.000999	3	1	2.660959	NA	3	1	-0.410193	0.176823	3	1	-0.358015	0.000999	3	1	-0.371589	0.007992	3	1	0.479833	NA	3	1	0.072226	NA	2	1	8
ASV_510_16S_022_3	ASV_726_16S_022_3	0.654107749462128	1	0.584812	-0.584812	1	3	1	-0.584812	1	3	1	-0.584812	1	3	1	-0.546005	0.063936	3	1	-0.445892	0.252747	3	1	-0.476029	0.222777	3	1	-0.623907	0.381618	3	1	-0.399924	0.722278	3	1	8
ASV_510_16S_022_3	OTU_1234_18S_3_200	0.563032708622099	1	0.483138	-0.357258	0.000999	3	1	-0.013034	0.778222	3	1	-0.448219	0.7003	3	1	-0.414194	0.250749	3	1	-0.243368	0.036963	3	1	-0.298228	0.268731	3	1	0.621385	NA	3	1	0.379295	NA	2	1	8
ASV_510_16S_022_3	OTU_439_18S_022_3	0.541656775724944	1	0.534959	-0.34141	0.000999	3	1	-0.313925	0.501499	3	1	2.286948	NA	3	1	-0.405741	0.000999	3	1	-0.300111	0.000999	3	1	-0.378978	0.000999	3	1	0.383632	NA	3	1	0.143104	NA	3	1	8
ASV_510_16S_022_3	OTU_935_18S_3_200	0.583582631836337	1	0.539312	-0.30578	0.724276	3	1	-0.30578	0.667333	3	1	-0.47499	0.7003	3	1	-0.410094	0.165834	3	1	-0.319238	0.024975	3	1	-0.368684	0.075924	3	1	0.391092	NA	3	1	0.012051	NA	3	1	8
ASV_513_16S_022_3	ASV_526_16S_022_3	0.898167879673384	1	0.663959	-0.375572	0.000999	3	1	-0.375572	0.000999	3	1	3.39281	NA	3	1	0.114239	NA	3	1	1.065583	NA	3	1	1.405436	NA	3	1	0.33484	NA	3	1	-0.138692	0.582418	3	1	8
ASV_513_16S_022_3	ASV_604_16S_022_3	0.638205766677856	1	0.483138	-0.399218	0.000999	3	1	-0.399218	0.000999	3	1	-0.169735	0.9001	3	1	0.29506	NA	3	1	1.022148	NA	3	1	1.424742	NA	3	1	0.453816	NA	3	1	-0.04316	0.528472	3	1	8
ASV_513_16S_022_3	OTU_6185_18S_3_200	0.589150189659722	1	0.443949	-0.443949	0.722278	3	1	-0.443949	0.667333	3	1	-0.17002	0.9001	3	1	-0.413068	0.24975	2	1	-0.096139	0.451548	3	1	-0.141297	0.34965	3	1	-0.22432	0.35964	3	1	-0.069365	0.834166	3	1	8
ASV_515_16S_022_3	ASV_1003_16S_022_3	0.980003101357241	1	0.728109	-0.728109	1	3	1	-0.728109	1	3	1	-0.728109	1	3	1	-0.656165	0.338661	3	1	-0.689302	0.202797	3	1	-0.703931	0.491508	3	1	-0.668867	0.382617	3	1	-0.58197	0.361638	3	1	8
ASV_515_16S_022_3	ASV_1252_16S_022_3	0.536397695541382	1	0.482339	-0.482339	1	3	1	-0.482339	1	3	1	-0.482339	1	3	1	-0.421322	0.137862	3	1	-0.494103	0.177822	3	1	-0.458161	0.335664	3	1	-0.353121	0.476523	3	1	-0.300257	0.528472	3	1	8
ASV_515_16S_022_3	ASV_1970_16S_3_200	0.744674091513507	1	0.549032	-0.612305	0.723277	3	1	-0.507072	0.000999	3	1	-0.507072	0.000999	3	1	-0.297695	0.427572	3	1	-0.494306	0.226773	3	1	-0.339655	0.687313	3	1	-0.46704	0.310689	3	1	-0.554838	0.111888	3	1	8
ASV_515_16S_3_200	ASV_1735_16S_3_200	0.772188174687732	1	0.593972	-0.517304	0.000999	3	1	-0.497197	0.611389	3	1	-0.517304	0.000999	3	1	-0.397788	0.14985	3	1	-0.558515	0.048951	3	1	-0.581464	0.033966	3	1	-0.482382	0.190809	3	1	0.232732	NA	3	1	8
ASV_518_16S_022_3	OTU_721_18S_3_200	-0.764906435712753	1	0.461867	-0.023384	0.612388	3	1	-0.249653	0.388611	3	1	-0.435058	0.000999	3	1	-0.11657	0.601399	2	1	-0.248528	0.072927	3	1	-0.253224	0.205794	3	1	0.066517	NA	3	1	0.067837	NA	2	1	8
ASV_521_16S_022_3	ASV_748_16S_022_3	0.901947533190336	1	0.908152	-0.908152	0.944056	3	1	-0.908152	0.945055	3	1	-0.908152	0.9001	3	1	-0.871659	0.251748	3	1	-0.841523	0.154845	3	1	-0.761845	0.425574	3	1	-0.899481	0.190809	3	1	-0.701054	0.167832	3	1	8
ASV_525_16S_022_3	ASV_1161_16S_022_3	0.747477851878826	1	0.536831	-0.49489	0.000999	3	1	-0.423846	0.390609	3	1	-0.49489	0.000999	3	1	0.2743	NA	3	1	-0.099583	0.370629	3	1	-0.146575	0.428571	3	1	-0.129044	0.333666	3	1	-0.184111	0.110889	3	1	8
ASV_526_16S_022_3	ASV_832_16S_3_200	-0.788459306292335	1	0.482448	-0.433786	0.000999	3	1	-0.273738	0.666334	3	1	0.071518	NA	3	1	0.069766	NA	3	1	0.230662	NA	3	1	0.491141	NA	3	1	0.146588	NA	3	1	-0.313567	0.334665	3	1	8
ASV_527_16S_022_3	OTU_762_18S_3_200	0.745991617581564	1	0.719081	1.187983	NA	3	1	1.187983	NA	3	1	-0.538631	0.000999	3	1	-0.544952	0.24975	3	1	-0.234385	0.071928	3	1	-0.370464	0.201798	3	1	-0.481045	0.36963	3	1	-0.712851	0.000999	3	1	8
ASV_528_16S_022_3	ASV_619_16S_022_3	0.877277909425732	1	0.815145	-0.606635	0.000999	3	1	-0.606635	0.000999	3	1	-0.139464	0.5005	3	1	-0.499648	0.211788	3	1	-0.446503	0.17982	3	1	-0.061365	0.662338	3	1	-0.040207	0.215784	3	1	0.487402	NA	3	1	8
ASV_532_16S_3_200	OTU_3121_18S_3_200	-0.73227296200285	1	0.398548	-0.071412	0.223776	3	1	-0.398548	0.276723	3	1	-0.071412	0.100899	3	1	0.132691	NA	3	1	0.619958	NA	3	1	0.583943	NA	3	1	0.173225	NA	3	1	0.248011	NA	3	1	8
ASV_534_16S_022_3	ASV_748_16S_022_3	0.745245247762314	1	0.678043	-0.636083	0.000999	3	1	-0.725809	0.5005	3	1	-0.636083	0.000999	3	1	-0.302069	0.43956	3	1	-0.56987	0.120879	3	1	-0.463535	0.281718	3	1	-0.033693	0.417582	3	1	-0.025518	0.666334	3	1	8
ASV_541_16S_022_3	OTU_384_18S_022_3	0.78133329990216	1	0.476029	-0.402351	0.000999	3	1	-0.402351	0.000999	3	1	2.599773	NA	3	1	-0.271714	0.302697	3	1	-0.171964	0.381618	3	1	-0.181304	0.458541	3	1	-0.442342	0.11988	3	1	-0.286307	0.363636	3	1	8
ASV_547_16S_022_3	OTU_2718_18S_022_3	0.796213363398523	1	0.593841	-0.593841	0.944056	3	1	-0.593841	0.944056	3	1	-0.714388	0.8002	3	1	-0.49176	0.637363	3	1	-0.515195	0.251748	3	1	-0.515195	0.172827	3	1	-0.555033	0.881119	3	1	0.32711	NA	3	1	8
ASV_554_16S_022_3	ASV_645_16S_022_3	0.684720396995544	1	0.41302	-0.328415	0.778222	3	1	-0.340923	0.000999	3	1	-0.340923	0.000999	3	1	-0.304237	0.523477	3	1	-0.429905	0.36963	3	1	-0.399768	0.390609	3	1	-0.38214	0.311688	3	1	0.127611	NA	3	1	8
ASV_557_16S_022_3	OTU_2897_18S_022_3	0.743082859760525	1	0.542722	-0.542722	1	3	1	-0.542722	1	3	1	-0.542722	1	3	1	-0.498302	0.501499	3	1	-0.396415	0.608392	3	1	-0.385682	0.754246	3	1	-0.513616	0.191808	3	1	-0.438542	0.388611	3	1	8
ASV_56_16S_022_3	ASV_125_16S_022_3	0.746903955936432	1	0.534057	-0.455477	0.000999	3	1	-0.420034	0.27972	3	1	-0.307248	0.400599	3	1	-0.072775	0.450549	3	1	-0.413792	0.024975	3	1	-0.160119	0.476523	3	1	0.038494	NA	3	1	-0.045773	0.527473	3	1	8
ASV_56_16S_022_3	ASV_219_16S_022_3	0.597372472286224	1	0.449979	-0.403063	0.000999	3	1	-0.267549	0.667333	3	1	-0.267549	0.6004	3	1	-0.017772	0.288711	3	1	-0.169547	0.298701	3	1	0.198307	NA	3	1	-0.104934	0.192807	3	1	-0.197573	0.5005	2	1	8
ASV_565_16S_022_3	ASV_712_16S_022_3	-0.655871689319611	1	0.555876	-0.555876	0.38961	3	1	0.262678	NA	3	1	0.262678	NA	3	1	-0.439166	0.214785	3	1	-0.097869	0.17982	3	1	-0.080686	0.106893	3	1	-0.092887	0.595405	3	1	-0.208633	0.474525	3	1	8
ASV_565_16S_022_3	OTU_914_18S_022_3	0.586305499076843	1	0.578197	-0.562343	0.000999	3	1	-0.486543	0.501499	3	1	2.04064	NA	3	1	-0.443858	0.151848	3	1	-0.293536	0.240759	3	1	-0.270964	0.151848	3	1	-0.426278	0.23976	3	1	-0.45851	0.000999	3	1	8
ASV_567_16S_022_3	OTU_1546_18S_3_200	-0.555454075336456	1	0.28673	-0.311745	0.277722	3	1	-0.1486	0.27972	3	1	-0.1486	0.200799	3	1	0.061373	NA	2	1	0.509377	NA	3	1	0.234448	NA	2	1	0.078222	NA	2	1	-0.18872	0.082917	2	1	8
ASV_573_16S_022_3	ASV_1113_16S_022_3	0.738656468979159	1	0.751829	-0.552636	0.000999	3	1	-0.552636	0.000999	3	1	1.443992	NA	3	1	0.284938	NA	3	1	-0.004785	0.310689	3	1	0.144601	NA	3	1	0.363928	NA	3	1	0.119293	NA	3	1	8
ASV_573_16S_3_200	ASV_1617_16S_3_200	0.739625555545904	1	0.624002	-0.578597	0.668332	3	1	-0.498122	0.000999	3	1	2.034491	NA	3	1	0.631854	NA	3	1	0.558391	NA	3	1	0.265727	NA	3	1	0.734134	NA	3	1	-0.115805	0.305694	3	1	8
ASV_58_16S_022_3	OTU_1565_18S_022_3	0.734066845305076	1	0.586961	-0.599469	0.4995	3	1	-0.599469	0.611389	3	1	-0.599469	0.9001	3	1	0.310204	NA	3	1	-0.576585	0.143856	3	1	-0.287114	0.524476	3	1	-0.061383	0.477522	3	1	-0.32307	0.306693	3	1	8
ASV_581_16S_022_3	ASV_1617_16S_3_200	0.671442081304523	1	0.933911	-0.809122	0.723277	3	1	-0.824976	0.000999	3	1	1.519083	NA	3	1	-0.074464	0.876124	3	1	-0.756863	0.2997	3	1	-0.741614	0.050949	3	1	-0.170585	0.656344	3	1	-0.380274	0.278721	3	1	8
ASV_581_16S_022_3	OTU_397_18S_022_3	0.67152	1	0.588663	-0.504743	0.000999	3	1	-0.504743	0.000999	3	1	1.893685	NA	3	1	-0.499284	0.303696	3	1	-0.475591	0.036963	3	1	-0.504896	0.000999	3	1	-0.458954	0.501499	3	1	-0.445541	0.000999	3	1	8
ASV_588_16S_022_3	OTU_7_18S_022_3	-0.863617699989948	1	0.510679	-0.510679	0.27972	3	1	-0.306211	0.277722	3	1	-0.510679	0.400599	3	1	-0.447599	0.274725	2	1	0.33551	NA	2	1	0.34422	NA	2	1	0.278145	NA	3	1	-0.118678	0.861139	3	1	8
ASV_588_16S_022_3	OTU_76_18S_3_200	-0.801796212650879	1	0.501322	-0.501322	0.167832	3	1	-0.501322	0.222777	3	1	-0.296854	0.100899	3	1	-0.336846	0.438561	3	1	0.508957	NA	3	1	0.366723	NA	3	1	0.075512	NA	3	1	-0.154917	0.667333	3	1	8
ASV_594_16S_022_3	OTU_1435_18S_022_3	0.660241007804871	1	0.559053	2.353901	NA	3	1	-0.57756	0.777223	3	1	-0.494536	0.000999	3	1	-0.09882	0.513487	3	1	0.312206	NA	3	1	0.567536	NA	3	1	0.004589	NA	3	1	-0.252814	0.472527	3	1	8
ASV_594_16S_022_3	OTU_2204_18S_022_3	0.5837042927742	1	0.667836	2.220786	NA	3	1	-0.751544	0.777223	3	1	-0.656013	0.000999	3	1	-0.245667	0.651349	3	1	0.221052	NA	3	1	0.405866	NA	3	1	-0.144033	0.584416	3	1	-0.369034	0.307692	3	1	8
ASV_594_16S_022_3	OTU_341_18S_022_3	-0.796005307712411	1	0.438033	0.306602	NA	3	1	0.193044	NA	3	1	-0.456605	0.400599	3	1	-0.010407	0.622378	3	1	0.255433	NA	3	1	0.070081	NA	3	1	-0.076931	0.417582	3	1	-0.113693	0.418581	2	1	8
