Source	Target	association_score
OTU_475_18S_022_3	OTU_559_18S_022_3	0.531765089161088
ASV_614_16S_022_3	OTU_560_18S_022_3	0.56275886297226
OTU_117_18S_022_3	OTU_575_18S_022_3	0.60355
ASV_1122_16S_022_3	OTU_579_18S_022_3	-0.786452814503677
OTU_325_18S_022_3	OTU_581_18S_022_3	0.826764428133762
ASV_184_16S_022_3	OTU_580_18S_022_3	0.702102720737457
OTU_338_18S_022_3	OTU_593_18S_022_3	0.760079941781528
OTU_498_18S_022_3	OTU_593_18S_022_3	0.810271091962435
ASV_206_16S_022_3	OTU_595_18S_022_3	-0.601838674295878
OTU_101_18S_022_3	OTU_595_18S_022_3	-0.541197779038925
OTU_408_18S_022_3	OTU_597_18S_022_3	-0.664205610752106
ASV_1102_16S_022_3	OTU_600_18S_022_3	0.59395
ASV_1486_16S_022_3	OTU_600_18S_022_3	-0.632790306585054
ASV_1953_16S_022_3	OTU_608_18S_022_3	-0.953805591126282
OTU_323_18S_022_3	OTU_617_18S_022_3	0.76295404668116
ASV_613_16S_022_3	OTU_614_18S_022_3	0.669400632381439
OTU_378_18S_022_3	OTU_634_18S_022_3	0.84714208036418
ASV_225_16S_022_3	OTU_637_18S_022_3	0.812427591865982
ASV_1056_16S_022_3	OTU_638_18S_022_3	-0.568535327911377
ASV_425_16S_022_3	OTU_641_18S_022_3	0.542524576187134
OTU_301_18S_022_3	OTU_659_18S_022_3	0.865947648096671
OTU_271_18S_022_3	OTU_667_18S_022_3	-0.581004321575165
OTU_392_18S_022_3	OTU_667_18S_022_3	-0.556600511074066
OTU_114_18S_022_3	OTU_673_18S_022_3	0.796685445179416
OTU_117_18S_022_3	OTU_673_18S_022_3	-0.67502
ASV_353_16S_022_3	OTU_643_18S_022_3	-0.796881789775983
OTU_133_18S_022_3	OTU_704_18S_022_3	0.618343532085419
OTU_386_18S_022_3	OTU_704_18S_022_3	0.767512483215271
OTU_678_18S_022_3	OTU_717_18S_022_3	0.796345741702611
OTU_644_18S_022_3	OTU_721_18S_022_3	-0.792444314788581
OTU_483_18S_022_3	OTU_724_18S_022_3	0.915537879653744
ASV_225_16S_022_3	OTU_733_18S_022_3	0.67505
OTU_418_18S_022_3	OTU_729_18S_022_3	0.864491940057806
OTU_206_18S_022_3	OTU_785_18S_022_3	-0.796317612417877
OTU_515_18S_022_3	OTU_786_18S_022_3	0.532323672955631
OTU_689_18S_022_3	OTU_796_18S_022_3	0.843216240406036
OTU_105_18S_022_3	OTU_802_18S_022_3	0.74720469966397
ASV_604_16S_022_3	OTU_808_18S_022_3	0.843398351110452
ASV_1006_16S_022_3	OTU_828_18S_022_3	0.536002793015664
OTU_785_18S_022_3	OTU_828_18S_022_3	0.549686551094055
OTU_641_18S_022_3	OTU_518_18S_022_3	0.841359734535217
OTU_758_18S_022_3	OTU_518_18S_022_3	0.921716977762032
OTU_796_18S_022_3	OTU_518_18S_022_3	0.558960754536285
OTU_820_18S_022_3	OTU_518_18S_022_3	0.750385537925227
OTU_482_18S_022_3	OTU_844_18S_022_3	0.857269465923309
OTU_23_18S_022_3	OTU_851_18S_022_3	0.800948525084437
OTU_48_18S_022_3	OTU_854_18S_022_3	0.856229863653371
OTU_686_18S_022_3	OTU_857_18S_022_3	0.751617968663761
OTU_533_18S_022_3	OTU_865_18S_022_3	0.5335693359375
OTU_434_18S_022_3	OTU_872_18S_022_3	0.744813419550214
OTU_560_18S_022_3	OTU_889_18S_022_3	0.770884859684267
OTU_685_18S_022_3	OTU_890_18S_022_3	0.773730815592601
ASV_565_16S_022_3	OTU_914_18S_022_3	0.586305499076843
ASV_2325_16S_022_3	OTU_922_18S_022_3	0.554936349391937
ASV_116_16S_022_3	OTU_934_18S_022_3	-0.590424120426178
OTU_262_18S_022_3	OTU_934_18S_022_3	0.69338
ASV_1230_16S_022_3	OTU_936_18S_022_3	0.809170240035485
OTU_641_18S_022_3	OTU_938_18S_022_3	0.631792902946472
OTU_342_18S_022_3	OTU_941_18S_022_3	-0.541072845458984
OTU_397_18S_022_3	OTU_941_18S_022_3	0.567748035286004
OTU_346_18S_022_3	OTU_942_18S_022_3	-0.638527989387512
OTU_434_18S_022_3	OTU_942_18S_022_3	0.612125217914581
ASV_352_16S_022_3	OTU_946_18S_022_3	-0.762881011841146
ASV_958_16S_022_3	OTU_946_18S_022_3	0.871144345363412
OTU_533_18S_022_3	OTU_946_18S_022_3	0.878675103187561
ASV_1165_16S_022_3	OTU_958_18S_022_3	0.798572844105072
OTU_76_18S_022_3	OTU_958_18S_022_3	-0.584859132766724
ASV_1539_16S_022_3	OTU_963_18S_022_3	0.743764475020062
OTU_256_18S_022_3	OTU_967_18S_022_3	-0.741528413154444
OTU_326_18S_022_3	OTU_968_18S_022_3	0.605440209742486
OTU_534_18S_022_3	OTU_974_18S_022_3	0.898955099274869
OTU_127_18S_022_3	OTU_1005_18S_022_3	-0.789683971864109
OTU_667_18S_022_3	OTU_1016_18S_022_3	0.634921669960022
OTU_913_18S_022_3	OTU_1018_18S_022_3	0.752003303423105
OTU_942_18S_022_3	OTU_1043_18S_022_3	0.8110884276097
ASV_1211_16S_022_3	OTU_1045_18S_022_3	0.596406579017639
OTU_1026_18S_022_3	OTU_1051_18S_022_3	0.77030663381188
ASV_1073_16S_022_3	OTU_1052_18S_022_3	0.780467908398502
OTU_944_18S_022_3	OTU_1052_18S_022_3	0.546587446138877
OTU_512_18S_022_3	OTU_1056_18S_022_3	0.737214534441254
ASV_1074_16S_022_3	OTU_1057_18S_022_3	-0.748991819247224
