Source	Target	num_triplets	ENVs	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV
ASV_510_16S_022_3	ASV_1006_16S_022_3	1	ENV_PO4	0.765633	1.104523	0.338890	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_238_16S_022_3	ASV_1013_16S_022_3	1	ENV_PO4	0.586478	0.096766	-0.489712	0.000999	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_361_16S_022_3	ASV_1013_16S_022_3	1	ENV_PO4	0.780324	0.495392	-0.284932	0.310689	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_446_16S_022_3	ASV_1013_16S_022_3	1	ENV_PO4	0.726070	0.261733	-0.464337	0.000999	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_90_16S_022_3	ASV_1014_16S_022_3	1	ENV_PO4	0.624516	0.281628	-0.342888	0.178821	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_935_16S_022_3	ASV_1033_16S_022_3	1	ENV_PO4	0.660260	0.159355	-0.500905	0.309690	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_345_16S_022_3	ASV_1077_16S_022_3	1	ENV_PO4	0.369389	0.000000	-0.369389	0.285714	2.000000	1.000000	0	1	0	1.000000	0.000000	0.000000
ASV_184_16S_022_3	ASV_1080_16S_022_3	1	ENV_PO4	0.375055	0.477608	0.102554	nan	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_489_16S_022_3	ASV_1090_16S_022_3	1	ENV_PO4	0.981938	0.558521	-0.423418	0.035964	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_205_16S_022_3	ASV_1095_16S_022_3	1	ENV_PO4	0.679304	0.670397	-0.008907	0.584416	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_405_16S_022_3	ASV_1102_16S_022_3	1	ENV_PO4	0.536577	0.432060	-0.104517	0.238761	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
