ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822	abundancesum_big
OTU_626_18S	82	146	87	745	2201	159	114	34	98	78	0	36	65	107	0	0	38	0	0	0	0	53	4043
OTU_628_18S	189	0	603	489	136	111	57	0	0	14	0	0	0	242	0	73	0	0	0	42	0	31	1987
OTU_629_18S	0	14	102	207	182	24	0	55	0	32	0	0	37	0	0	148	0	76	0	28	20	106	1031
OTU_630_18S	1771	57	482	913	328	193	319	9	0	27	0	0	0	0	96	23	0	0	0	0	0	0	4218
OTU_625_18S	999	0	58	0	0	1913	24	42	0	0	0	0	0	0	0	0	0	0	38	0	0	0	3074
OTU_647_18S	15	3966	250	76	0	0	0	0	0	109	0	0	0	0	10	0	0	67	0	0	0	0	4493
OTU_649_18S	135	59	292	1319	90	581	31	0	0	0	37	0	0	24	0	0	75	0	21	0	0	27	2691
OTU_624_18S	0	0	243	126	6	100	68	0	0	0	0	0	43	29	0	11	0	0	0	0	45	0	671
OTU_656_18S	0	103	0	2093	2237	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4490
OTU_657_18S	1481	29	33	0	213	381	0	0	0	117	0	0	0	0	44	270	76	0	133	0	0	0	2777
OTU_664_18S	0	0	8	0	67	37	32	0	0	188	161	433	47	14	0	0	0	0	0	0	0	0	987
OTU_622_18S	0	0	140	307	217	0	0	0	0	0	0	0	0	0	125	208	0	0	0	0	0	190	1187
OTU_655_18S	0	0	0	811	0	0	0	8	0	0	0	0	0	0	0	203	0	0	0	0	0	276	1298
OTU_680_18S	40	919	94	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092
OTU_684_18S	16	73	91	1315	130	0	0	60	0	0	0	0	0	0	20	24	0	0	0	0	0	29	1758
OTU_687_18S	0	0	0	0	386	84	0	0	0	0	53	80	136	0	0	0	2186	145	280	0	0	0	3350
OTU_688_18S	0	439	1144	0	0	0	0	360	4	0	0	69	74	199	108	139	0	0	0	0	0	67	2603
OTU_703_18S	333	710	69	2884	228	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4251
OTU_694_18S	27	29	35	1048	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1716
OTU_704_18S	729	44	0	716	224	211	0	0	0	80	0	0	0	0	0	0	19	0	0	0	0	0	2023
OTU_708_18S	17	63	661	647	667	80	0	100	0	0	0	0	124	106	16	164	0	12	0	0	60	0	2717
OTU_709_18S	0	0	124	0	0	78	32	19	0	0	0	0	0	96	459	74	0	40	0	54	0	22	998
OTU_712_18S	0	0	0	325	204	0	0	64	0	0	0	0	0	0	28	0	0	0	0	0	19	0	640
OTU_718_18S	289	0	0	1241	0	1145	0	0	0	444	0	0	0	0	0	0	262	0	0	0	0	0	3381
OTU_720_18S	0	0	0	0	0	0	0	71	229	0	0	0	0	0	50	0	0	0	0	0	0	586	936
OTU_721_18S	40	0	9	10	74	49	5	0	92	167	125	215	23	0	0	0	89	231	35	67	252	47	1530
OTU_723_18S	718	0	76	0	0	80	0	105	220	0	59	0	40	0	105	136	46	0	469	0	0	175	2229
OTU_728_18S	15	5	0	355	733	48	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1178
OTU_731_18S	146	0	0	1564	1681	107	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	3657
OTU_724_18S	56	6	0	19	130	10	0	77	0	0	0	0	0	0	18	27	697	0	60	0	0	0	1100
OTU_725_18S	168	94	216	559	83	0	0	111	0	33	0	0	112	0	0	334	61	0	0	0	0	0	1771
OTU_735_18S	58	293	389	0	0	599	0	0	0	346	0	0	31	0	0	0	0	0	0	0	0	27	1743
OTU_736_18S	0	85	21	264	457	83	0	31	0	0	0	0	82	0	39	132	197	54	0	0	0	0	1445
OTU_738_18S	16	35	0	897	1054	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018
OTU_751_18S	0	6	58	19	26	22	0	0	0	73	0	0	15	45	0	0	32	0	0	25	0	25	346
OTU_755_18S	1990	319	768	197	15	33	0	0	0	104	0	0	40	0	0	96	0	0	0	0	0	0	3562
OTU_756_18S	0	0	180	0	0	0	0	0	0	0	0	0	0	671	21	0	0	0	0	0	0	28	900
OTU_757_18S	493	28	573	328	212	275	0	23	0	0	0	0	54	546	110	222	35	152	0	0	23	31	3105
OTU_747_18S	27	0	47	0	92	102	0	0	0	239	0	0	0	50	0	0	0	0	0	27	65	0	649
OTU_734_18S	213	43	198	422	556	11	0	0	0	285	0	0	0	0	0	0	0	8	0	0	0	24	1760
OTU_762_18S	0	0	31	23	0	31	0	0	0	0	1237	200	23	251	43	23	24	0	17	654	0	0	2557
OTU_765_18S	0	0	44	157	1731	0	0	0	0	0	0	0	0	0	0	166	0	47	0	160	31	0	2336
OTU_774_18S	14	8	11	0	61	98	33	0	317	70	103	0	40	46	80	114	13	29	0	163	154	85	1439
OTU_775_18S	0	0	287	0	0	131	34	34	0	0	0	0	85	83	0	0	0	47	110	70	31	0	912
OTU_776_18S	223	376	0	68	489	448	352	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	2358
OTU_778_18S	0	0	26	231	0	119	0	0	0	45	0	0	96	11	8	756	265	0	72	0	1	16	1646
OTU_780_18S	159	56	123	800	1679	262	88	32	0	77	0	0	0	0	21	0	11	21	36	0	0	41	3406
OTU_784_18S	137	0	0	459	2546	0	0	57	0	0	0	0	0	0	18	0	54	0	0	0	0	0	3271
OTU_785_18S	0	0	785	420	0	0	15	0	0	0	0	0	0	138	397	13	0	0	0	0	0	128	1896
OTU_789_18S	33	129	144	651	850	267	26	0	0	698	0	0	0	0	0	0	0	83	0	0	221	79	3181
OTU_800_18S	118	293	276	372	0	0	0	0	0	0	0	0	0	0	110	319	135	0	0	0	0	0	1623
OTU_791_18S	485	118	0	122	360	398	38	0	0	75	0	0	0	25	0	0	0	0	0	0	40	0	1661
OTU_808_18S	0	0	116	197	0	79	0	105	98	0	0	0	0	179	0	72	0	0	0	0	0	0	846
OTU_809_18S	142	0	471	253	22	37	32	0	0	266	0	0	0	0	0	0	0	18	0	0	0	12	1253
OTU_815_18S	144	90	1072	341	0	395	0	113	0	0	0	0	0	0	0	0	0	0	0	0	1108	0	3263
OTU_816_18S	0	8	171	436	0	11	0	0	0	0	0	0	0	57	0	173	13	0	0	0	0	37	906
OTU_818_18S	39	11	488	387	482	190	88	0	0	0	0	0	25	0	0	506	0	0	202	0	31	24	2473
OTU_819_18S	0	0	0	0	172	0	0	18	0	0	0	0	0	240	0	39	0	0	0	0	0	24	493
OTU_821_18S	0	0	46	102	0	0	84	0	19	0	56	0	0	0	0	0	0	0	98	56	0	66	527
OTU_824_18S	94	77	103	3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	3427
OTU_827_18S	0	0	0	2225	0	0	0	0	8	0	0	0	0	0	0	59	0	0	0	0	0	27	2319
OTU_828_18S	0	0	517	0	0	0	0	12	0	0	0	0	0	651	76	0	0	0	0	0	0	167	1423
OTU_832_18S	181	91	0	740	2190	199	0	0	0	46	0	0	0	0	0	0	0	101	0	0	0	0	3548
OTU_834_18S	19	0	65	0	57	0	7	31	0	0	0	0	0	12	40	220	0	0	0	13	0	0	464
OTU_835_18S	346	0	35	2168	98	70	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	3264
OTU_837_18S	116	65	178	593	1930	168	0	0	0	212	0	0	15	0	0	0	0	28	0	0	0	17	3322
OTU_836_18S	0	7	420	106	170	0	28	10	0	41	0	0	0	112	45	0	0	0	0	77	0	0	1016
OTU_823_18S	437	135	238	365	871	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2307
OTU_806_18S	17	0	357	93	33	165	55	46	0	0	0	0	37	0	69	0	0	0	253	0	356	90	1571
OTU_865_18S	0	0	12	993	200	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	1293
OTU_876_18S	191	0	236	70	358	193	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	78	1146
OTU_874_18S	0	0	0	143	302	252	16	0	0	0	0	0	0	0	0	64	0	33	21	22	83	0	936
OTU_767_18S	71	50	152	251	0	44	0	0	0	0	0	0	0	32	0	0	0	0	0	0	41	0	641
OTU_886_18S	0	62	139	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	1093
OTU_889_18S	0	0	94	106	0	0	0	0	87	0	0	63	0	157	61	0	0	46	0	0	0	0	614
OTU_891_18S	0	0	48	171	0	0	19	31	0	0	0	0	0	67	57	60	0	0	0	165	0	71	689
OTU_895_18S	66	32	70	2074	115	99	29	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2495
OTU_896_18S	119	1929	335	0	0	0	0	0	0	93	0	0	0	0	288	161	0	0	0	0	0	0	2925
OTU_898_18S	0	181	96	187	0	0	0	0	0	0	0	0	0	0	0	113	0	0	574	34	914	0	2099
OTU_900_18S	44	0	75	75	0	21	19	33	0	0	0	0	0	131	26	487	0	69	0	0	0	38	1018
OTU_903_18S	35	3	0	1000	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366
OTU_905_18S	8	0	0	63	0	111	27	0	524	0	80	0	0	0	0	0	0	0	0	0	0	6	819
OTU_914_18S	0	13	576	0	0	43	68	0	0	0	0	0	46	257	111	0	0	0	25	32	0	0	1171
OTU_922_18S	0	0	0	41	0	41	0	0	85	0	0	0	0	0	0	0	379	0	0	0	125	0	671
OTU_923_18S	0	0	0	33	28	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	85	0	184
OTU_926_18S	178	0	151	0	18	229	92	45	0	70	17	0	0	195	0	19	0	0	0	178	53	0	1245
OTU_935_18S	0	47	81	0	0	0	0	48	0	0	0	0	78	192	45	0	0	0	0	0	0	1104	1595
OTU_939_18S	33	66	77	85	0	111	89	0	0	0	0	0	33	0	35	431	0	0	248	0	0	0	1208
OTU_938_18S	0	0	32	213	13	27	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	326
OTU_933_18S	0	0	0	48	0	0	0	0	0	0	0	0	0	1057	77	202	0	0	0	0	0	33	1417
OTU_942_18S	0	16	94	65	79	67	0	0	0	0	0	0	0	0	0	70	0	0	27	0	0	55	473
OTU_945_18S	0	0	0	400	321	1100	0	0	0	154	22	0	0	0	0	0	0	27	0	11	0	0	2035
OTU_947_18S	554	13	8	1866	267	75	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2807
OTU_951_18S	139	737	642	123	111	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	127	1907
OTU_954_18S	1588	0	112	177	348	0	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0	2857
OTU_957_18S	0	0	149	0	0	0	13	34	0	0	0	0	26	0	32	351	0	34	0	0	0	57	696
OTU_961_18S	82	36	372	201	1197	110	0	48	0	260	0	0	0	0	0	0	0	0	41	0	0	0	2347
OTU_968_18S	0	0	0	65	44	0	0	0	485	0	0	75	0	0	0	0	0	0	0	0	0	0	669
OTU_969_18S	0	28	23	274	41	15	0	0	0	254	0	39	0	0	0	0	61	0	0	0	201	0	936
OTU_976_18S	148	0	28	1011	294	58	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	1599
OTU_987_18S	215	430	741	393	49	348	0	0	0	72	0	0	0	0	0	242	0	35	0	0	0	50	2575
OTU_1004_18S	250	0	0	149	425	9	0	0	0	181	0	0	0	0	37	0	16	0	0	0	0	0	1067
OTU_1013_18S	0	0	20	102	79	0	0	0	0	0	0	0	0	149	0	35	0	0	0	0	0	13	398
OTU_1020_18S	0	0	108	0	339	0	0	0	0	302	0	0	80	0	0	142	0	0	0	0	0	0	971
OTU_1019_18S	40	46	20	11	317	17	0	0	0	6	0	8	82	53	31	2	0	0	56	0	0	1	690
OTU_1025_18S	59	5	288	0	0	0	0	0	260	0	0	0	74	0	0	0	0	0	0	0	0	0	686
OTU_1031_18S	974	10	31	0	0	47	0	0	0	292	0	0	0	0	0	0	0	81	519	0	0	65	2019
OTU_1040_18S	0	1347	86	17	0	0	0	122	0	0	0	48	0	0	43	0	0	485	69	0	0	0	2217
OTU_1042_18S	33	25	29	465	636	20	0	42	0	30	0	0	0	0	0	70	0	0	0	0	34	0	1384
OTU_1043_18S	34	27	87	394	319	52	0	27	0	15	0	0	0	0	0	0	0	0	0	0	50	0	1005
OTU_1051_18S	36	23	7	771	25	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875
OTU_1054_18S	125	0	135	172	40	0	20	56	0	0	0	0	15	0	0	95	42	23	0	0	0	0	723
OTU_1056_18S	74	90	28	570	31	0	0	0	0	31	0	27	81	0	31	0	0	0	0	0	0	0	963
OTU_1059_18S	17	9	64	133	175	24	55	0	0	75	0	0	0	0	24	0	31	0	0	0	30	0	637
OTU_1063_18S	22	0	25	420	1954	22	0	19	0	17	0	0	0	0	0	0	33	0	0	0	0	0	2512
OTU_1066_18S	0	987	85	0	0	429	339	0	0	14	0	0	0	0	0	0	0	0	85	0	0	0	1939
OTU_1067_18S	46	0	0	567	0	140	0	0	0	29	0	0	0	0	0	0	0	64	0	0	0	0	846
OTU_1068_18S	344	58	0	269	482	155	0	0	0	308	0	0	0	0	0	0	0	0	0	0	176	78	1870
OTU_1023_18S	145	0	77	85	0	0	0	0	0	0	0	0	0	46	0	0	0	0	76	0	0	0	429
OTU_881_18S	0	8	401	0	33	0	0	13	0	0	0	0	0	47	4	21	0	0	0	0	0	0	527
OTU_1080_18S	699	75	168	449	158	326	60	68	0	59	0	0	0	55	14	0	52	0	88	0	0	0	2271
OTU_1081_18S	0	20	279	404	40	0	0	0	0	0	0	0	71	28	33	0	0	0	0	41	0	6	922
OTU_1083_18S	0	0	0	0	0	0	0	0	0	0	1224	0	0	0	0	0	0	0	231	287	0	436	2178
OTU_1082_18S	479	0	0	121	8	0	0	0	0	186	0	55	0	0	0	0	0	0	0	0	0	0	849
OTU_1085_18S	0	0	0	10	0	0	0	37	0	0	0	0	0	323	0	0	0	0	0	0	9	0	379
OTU_1087_18S	0	0	0	390	168	24	0	33	0	38	0	0	5	0	0	0	0	34	0	0	54	15	761
OTU_1107_18S	72	0	131	9	234	6	0	88	0	0	0	0	0	8	78	0	0	0	0	0	0	15	641
OTU_1112_18S	7	4	64	274	219	0	0	0	0	24	0	0	8	35	7	0	0	31	0	49	75	0	797
OTU_1114_18S	0	0	31	0	52	0	0	0	68	0	0	0	0	69	0	0	0	0	0	0	115	0	335
OTU_1116_18S	17	43	90	178	172	0	0	0	0	35	0	0	1145	0	0	117	0	8	89	59	113	27	2093
OTU_1117_18S	588	112	59	152	443	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1417
OTU_1121_18S	17	8	107	171	8	31	8	22	0	0	0	0	0	10	0	35	0	158	0	30	0	12	617
OTU_1124_18S	146	0	72	28	0	0	157	0	0	0	0	0	117	74	59	0	0	0	142	162	220	0	1177
OTU_1105_18S	24	8	0	173	1351	9	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1589
OTU_1128_18S	18	58	0	113	22	300	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	637
OTU_1132_18S	139	25	108	95	211	183	326	33	27	55	0	0	50	195	12	0	0	112	73	73	96	0	1813
OTU_1142_18S	23	260	49	40	89	57	26	6	0	0	0	0	0	0	0	236	29	0	0	0	0	0	815
OTU_1155_18S	0	0	35	0	0	25	62	0	0	0	0	0	283	43	65	0	0	83	213	124	162	40	1135
OTU_1129_18S	21	60	330	46	383	0	0	0	0	88	0	0	0	0	0	0	0	0	0	36	0	153	1117
OTU_1156_18S	93	11	70	56	0	174	0	0	0	0	0	0	90	202	75	0	0	143	0	76	0	173	1163
OTU_1174_18S	0	675	247	0	0	0	0	0	128	0	0	0	0	0	42	129	0	0	0	0	0	0	1221
OTU_1175_18S	61	27	421	117	22	47	20	65	0	0	0	37	20	14	12	0	0	0	0	0	0	0	863
OTU_1176_18S	21	21	41	0	30	255	24	81	0	0	0	0	139	0	0	139	0	85	75	20	226	0	1157
OTU_1178_18S	98	0	0	129	0	0	161	0	0	0	0	0	65	0	0	12	0	0	137	0	0	0	602
OTU_1184_18S	0	0	0	0	0	0	0	20	0	0	0	0	0	124	427	948	0	0	0	74	0	108	1701
OTU_1186_18S	172	556	0	530	146	475	0	0	0	0	0	0	0	0	0	80	0	69	0	0	49	0	2077
OTU_1192_18S	85	0	0	0	0	0	0	0	0	0	985	0	170	0	0	0	0	0	110	229	0	357	1936
OTU_1196_18S	0	0	66	236	22	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	476
OTU_1205_18S	132	63	490	0	22	9	0	53	16	39	0	0	0	0	205	0	0	41	0	0	0	325	1395
OTU_1215_18S	0	0	540	0	0	0	0	3	0	0	0	0	64	8	0	26	0	0	0	0	0	0	641
OTU_1127_18S	36	0	13	60	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	149
OTU_1228_18S	215	0	0	483	103	116	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004
OTU_1234_18S	0	11	713	0	0	0	0	34	0	0	0	0	0	83	49	0	0	0	0	0	0	0	890
OTU_1236_18S	0	0	0	556	218	0	0	22	120	0	0	0	0	0	0	0	0	0	0	0	0	0	916
OTU_1239_18S	27	30	20	10	1000	225	0	0	0	148	0	0	0	0	0	0	0	0	0	0	94	0	1554
OTU_1243_18S	394	43	172	449	509	115	0	0	0	0	0	0	8	0	10	0	114	0	15	0	0	29	1858
OTU_1250_18S	0	0	0	73	146	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	66	0	710
OTU_1254_18S	0	0	58	384	35	77	0	0	0	0	0	0	0	0	30	190	33	0	0	0	0	37	844
OTU_1253_18S	0	0	14	0	0	148	68	0	0	0	0	85	26	65	10	0	156	142	153	27	348	42	1284
OTU_1259_18S	0	0	329	0	22	32	0	289	0	0	0	0	40	0	0	0	0	61	0	0	0	0	773
OTU_1268_18S	250	0	84	871	0	84	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	1457
OTU_1273_18S	0	26	12	392	741	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	122	0	1521
OTU_1277_18S	0	0	0	294	0	0	86	0	0	0	0	0	0	104	0	0	0	68	0	19	0	0	571
OTU_1278_18S	0	315	529	0	0	339	0	0	0	0	0	0	0	39	0	0	0	0	95	0	36	0	1353
OTU_1285_18S	32	41	6	32	8	52	0	0	0	0	0	0	0	0	0	6	3	10	0	0	2	0	192
OTU_1288_18S	0	0	7	8	0	31	0	0	0	0	0	104	0	0	0	0	0	29	0	0	33	0	212
OTU_1297_18S	149	38	0	68	538	22	0	0	0	86	0	0	0	0	0	0	0	0	31	0	0	0	932
OTU_1306_18S	0	0	18	0	12	0	64	13	382	0	102	0	474	0	0	0	0	68	130	33	369	0	1665
OTU_1309_18S	11	0	0	0	0	210	341	0	0	24	0	3	0	0	0	3	131	13	97	0	0	0	833
OTU_1312_18S	0	0	150	719	694	0	0	0	0	0	0	0	0	51	0	44	0	0	0	10	0	0	1668
OTU_1314_18S	94	0	0	162	79	66	0	0	0	50	27	0	0	0	0	0	145	142	0	0	0	0	765
OTU_1320_18S	69	8	26	268	823	94	24	0	0	17	0	0	18	78	0	0	0	69	0	0	0	0	1494
OTU_1325_18S	100	13	27	18	110	76	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	443
OTU_1326_18S	41	128	60	38	115	24	0	0	0	0	0	0	0	0	0	59	181	3	0	0	1	0	650
OTU_1327_18S	0	56	0	268	169	310	0	19	0	150	0	0	0	0	0	236	0	16	0	0	60	10	1294
OTU_1354_18S	0	0	136	361	162	0	0	66	0	0	0	0	0	84	0	0	0	0	0	0	0	0	809
OTU_1361_18S	0	0	0	64	51	62	0	0	0	93	0	0	0	0	0	0	0	213	0	0	28	0	511
OTU_1368_18S	19	0	0	49	770	47	15	0	0	30	0	0	0	0	0	0	59	0	0	0	0	0	989
OTU_1374_18S	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	24	0	24	113
OTU_1392_18S	45	8	5	94	158	14	21	71	0	15	0	0	12	0	31	0	0	36	0	0	0	13	523
OTU_1395_18S	69	0	39	1039	0	78	0	0	0	124	0	0	42	0	0	0	0	0	0	0	0	0	1391
OTU_1400_18S	29	40	0	358	71	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629
OTU_1403_18S	0	0	0	0	741	0	97	22	0	0	0	12	0	0	0	0	0	0	0	0	0	0	872
OTU_1411_18S	0	0	0	82	450	66	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	631
OTU_1438_18S	22	15	0	32	0	0	12	0	176	108	83	27	0	0	0	0	0	27	0	0	0	59	561
OTU_1441_18S	0	0	0	361	22	0	37	26	0	0	0	0	0	0	42	300	0	17	0	0	0	0	805
OTU_1444_18S	46	0	0	0	0	18	0	0	0	18	0	0	4	0	0	6	0	0	29	0	0	0	121
OTU_1445_18S	97	99	40	113	268	259	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	995
OTU_1450_18S	326	68	97	101	54	0	0	0	0	0	0	0	9	0	0	141	0	0	0	0	0	0	796
OTU_1465_18S	0	4	214	122	172	0	0	31	0	20	0	0	67	167	105	167	0	32	11	0	0	116	1228
OTU_1471_18S	30	705	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	907
OTU_1472_18S	0	532	22	583	0	88	0	0	0	18	0	0	0	0	19	0	0	38	82	0	0	0	1382
OTU_1474_18S	10	0	96	23	891	107	0	0	0	0	0	46	0	0	0	0	34	0	0	6	0	7	1220
OTU_1475_18S	268	43	234	259	0	152	22	30	0	96	0	0	0	0	0	57	57	0	0	37	0	63	1318
OTU_1476_18S	0	45	327	0	0	24	101	0	0	0	0	0	0	123	0	57	0	85	0	24	0	18	804
OTU_1478_18S	34	0	0	806	78	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	1527
OTU_1479_18S	0	0	77	0	0	0	0	21	0	0	0	0	104	25	20	79	0	0	0	0	0	85	411
OTU_1452_18S	46	45	0	137	428	207	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	932
OTU_1488_18S	75	253	132	0	35	347	0	0	0	22	0	0	0	24	0	0	0	0	0	0	23	0	911
OTU_1489_18S	72	42	78	30	0	51	34	0	0	251	0	0	0	0	0	18	0	0	0	33	0	35	644
OTU_1463_18S	0	0	26	112	232	0	0	53	0	0	0	0	0	0	0	0	0	0	22	0	0	0	445
OTU_1497_18S	95	163	0	513	0	348	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	79	1363
OTU_1505_18S	18	0	0	396	0	0	0	57	0	67	0	0	0	0	0	0	0	0	0	0	0	0	538
OTU_1511_18S	0	0	22	25	70	0	0	30	0	0	0	0	0	0	119	0	0	0	0	0	0	41	307
OTU_1519_18S	109	18	75	600	422	35	28	0	0	62	0	0	10	0	0	11	0	0	19	0	0	27	1416
OTU_1523_18S	27	59	0	0	0	168	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	288
OTU_1525_18S	105	0	78	415	460	0	0	0	0	31	0	0	0	0	0	10	31	0	0	0	0	117	1247
OTU_1527_18S	100	0	21	434	12	26	0	0	0	46	0	0	0	0	0	0	218	0	0	105	0	56	1018
OTU_1538_18S	0	4	31	325	0	41	0	45	0	0	0	0	0	0	0	0	0	54	0	0	0	0	500
OTU_1544_18S	0	36	0	99	135	0	0	117	0	0	0	0	0	0	0	148	0	0	0	0	0	154	689
OTU_1546_18S	0	0	0	273	231	15	54	0	0	35	0	0	0	0	0	0	0	41	0	0	0	0	649
OTU_1550_18S	448	60	0	0	394	28	0	0	0	0	0	0	0	0	92	73	28	39	0	0	0	0	1162
OTU_1565_18S	0	0	0	498	94	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	59	0	754
OTU_1570_18S	0	31	9	339	0	31	0	0	0	12	0	0	0	0	0	0	0	0	31	10	26	0	489
OTU_1578_18S	129	0	25	341	40	0	27	0	0	0	0	0	0	11	30	281	0	0	0	15	0	124	1023
OTU_1579_18S	243	0	14	28	0	0	0	0	0	0	0	0	0	0	0	0	47	44	73	65	0	24	538
OTU_1581_18S	0	0	0	0	0	0	0	19	0	0	0	0	0	55	22	33	0	0	0	0	0	53	182
OTU_1587_18S	95	25	0	41	957	19	0	0	0	0	0	0	0	0	0	0	0	68	48	0	0	0	1253
OTU_1596_18S	292	23	423	93	43	112	0	37	0	0	0	0	0	21	0	11	0	0	0	0	0	0	1055
OTU_1610_18S	573	321	50	0	0	0	0	0	0	0	0	0	0	30	0	0	125	99	0	0	85	0	1283
OTU_1614_18S	0	0	34	0	0	0	0	76	0	0	0	0	0	0	91	160	0	0	0	0	0	0	361
OTU_1619_18S	0	0	97	0	0	694	21	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	856
OTU_1621_18S	259	21	0	0	390	35	0	0	0	21	0	0	0	0	0	0	150	0	0	0	0	0	876
OTU_1626_18S	66	0	0	425	0	50	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	572
OTU_1627_18S	88	60	92	74	70	47	74	0	0	110	0	0	0	0	0	0	0	118	0	0	0	0	733
OTU_1640_18S	0	0	488	0	17	0	0	0	0	0	0	0	0	76	0	24	0	0	0	5	0	29	639
OTU_1645_18S	171	0	0	479	247	0	0	37	0	162	0	0	0	0	0	0	0	0	19	0	0	0	1115
OTU_1577_18S	17	23	2	23	7	15	0	0	0	2	0	0	0	0	0	23	29	0	25	0	2	24	192
OTU_1652_18S	0	0	56	291	12	40	15	6	0	642	0	0	0	18	0	34	0	0	0	0	64	0	1178
OTU_1657_18S	54	17	62	491	0	98	60	0	23	239	0	0	0	0	0	0	11	0	0	0	0	0	1055
OTU_1659_18S	0	175	934	0	0	0	0	143	0	0	0	0	29	17	0	0	0	0	0	28	0	58	1384
OTU_1656_18S	0	0	0	154	0	176	573	0	0	4	0	0	0	0	0	44	0	0	272	0	156	0	1379
OTU_1658_18S	14	91	203	66	16	105	0	30	0	0	0	0	0	0	8	93	25	23	0	0	0	0	674
OTU_1662_18S	215	40	0	485	261	47	31	0	0	161	0	0	0	0	0	0	0	0	0	0	0	41	1281
OTU_1669_18S	80	0	0	0	658	108	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	884
OTU_1679_18S	0	0	2	2	5	13	0	6	100	4	5	29	13	4	48	2	7	0	0	0	0	93	333
OTU_1681_18S	0	0	2	0	14	0	0	0	166	63	0	0	0	0	0	0	0	40	0	0	0	0	285
OTU_1683_18S	77	0	44	140	252	34	48	16	0	0	0	0	0	15	10	0	0	0	0	0	0	0	636
OTU_1685_18S	0	26	1201	0	0	106	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1353
OTU_1691_18S	19	0	97	70	302	17	0	10	0	0	0	0	29	0	0	0	0	0	0	46	0	0	590
OTU_1698_18S	0	11	39	98	7	59	0	0	0	0	94	0	0	0	0	0	0	15	0	0	0	0	323
OTU_1701_18S	32	3	0	0	0	78	106	0	0	0	0	0	347	0	0	0	0	0	24	0	0	59	649
OTU_1700_18S	33	18	96	31	0	13	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	216
OTU_1704_18S	0	0	112	437	0	0	0	47	0	0	0	0	0	0	0	37	0	0	0	0	0	0	633
OTU_1726_18S	0	0	285	0	0	0	0	0	0	27	0	0	0	0	0	0	146	31	0	0	79	0	568
