ASV	EA.20130423	EA.20130604	EA.20130625	EA.20131127	EA.20131230	EA.20140415	EA.20140514	EA.20140930	EA.20141029	EA.20150227	EA.20150328	EA.20150516	EA.20150627	EA.20150801	EA.20150829	EA.20151006	EA.20151208	EA.20160225	EA.20160322	EA.20160502	EA.20160611	EA.20160822	abundancesum_small
OTU_2198_18S	0	0	27	160	53	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	469
OTU_2200_18S	33	0	81	0	0	0	0	0	142	0	0	0	0	47	97	0	0	0	0	0	0	0	400
OTU_2204_18S	101	39	17	0	4	158	0	48	0	0	0	0	0	0	0	0	11	0	0	0	0	0	378
OTU_2206_18S	49	74	34	407	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670
OTU_2209_18S	177	47	26	88	0	14	0	0	0	0	0	0	16	37	0	0	0	0	0	21	0	36	462
OTU_2215_18S	84	0	0	27	0	21	0	14	0	0	0	61	0	0	0	0	81	24	0	0	0	0	312
OTU_2223_18S	78	216	18	0	0	67	0	0	0	75	33	39	0	0	0	0	0	0	0	0	0	0	526
OTU_2246_18S	181	94	19	20	0	0	0	0	0	0	18	0	0	0	0	27	0	87	0	0	0	0	446
OTU_2245_18S	35	0	0	62	29	57	0	0	0	41	0	0	0	0	0	0	0	0	0	0	50	0	274
OTU_2249_18S	0	30	305	61	0	84	27	0	0	0	0	0	0	34	0	27	7	82	0	0	0	0	657
OTU_2250_18S	0	0	254	20	1	18	0	0	0	0	0	0	23	22	0	0	0	0	0	0	0	46	384
OTU_2254_18S	253	0	0	123	0	135	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517
OTU_2253_18S	0	0	3	0	0	2	0	15	8	0	0	0	66	0	17	0	0	0	0	4	0	0	115
OTU_2256_18S	0	92	98	0	0	28	234	0	0	76	0	39	10	71	39	0	0	0	0	0	0	0	687
OTU_2261_18S	75	43	58	72	75	17	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	16	446
OTU_2263_18S	112	172	13	64	23	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457
OTU_2266_18S	53	19	39	61	24	22	0	0	0	0	7	57	0	0	0	0	0	0	0	0	49	16	347
OTU_2268_18S	11	15	7	135	12	15	0	0	0	82	58	0	0	0	0	0	0	15	0	0	0	0	350
OTU_2279_18S	21	73	30	37	0	30	0	0	0	178	0	0	10	0	0	0	26	0	0	0	0	8	413
OTU_2281_18S	0	20	0	34	21	503	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	667
OTU_2257_18S	0	0	63	74	28	98	103	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	568
OTU_2298_18S	0	0	0	329	77	0	0	0	64	0	0	0	0	0	0	108	0	0	0	0	0	0	578
OTU_2300_18S	0	164	92	0	152	173	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	638
OTU_2312_18S	0	0	0	195	8	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	236
OTU_2306_18S	16	12	58	14	0	11	4	0	0	28	54	13	47	0	0	0	0	0	0	10	33	0	300
OTU_2320_18S	42	0	8	302	36	0	0	0	19	0	9	8	0	0	0	0	0	0	0	0	0	0	424
OTU_2328_18S	155	146	116	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	635
OTU_2337_18S	379	258	47	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	58	775
OTU_2341_18S	108	29	69	64	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685
OTU_2350_18S	150	193	49	321	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788
OTU_2353_18S	0	0	0	276	23	57	0	0	0	0	22	19	16	0	0	0	0	0	0	0	0	0	413
OTU_2362_18S	243	39	16	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348
OTU_2361_18S	34	0	0	253	0	22	0	21	0	0	0	0	0	0	0	28	0	0	0	0	0	0	358
OTU_2390_18S	2	18	5	11	3	12	0	22	22	0	0	19	14	46	44	12	3	34	3	15	0	25	310
OTU_2401_18S	0	28	35	13	48	98	0	0	0	0	52	0	24	0	0	0	34	0	0	18	142	16	508
OTU_2405_18S	64	196	0	187	57	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638
OTU_2410_18S	5	9	0	452	28	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	533
OTU_2412_18S	0	0	212	0	0	0	0	0	0	0	0	0	0	53	48	0	0	0	0	0	0	60	373
OTU_2417_18S	0	44	0	0	4	0	0	0	0	143	0	0	0	0	0	0	0	0	18	0	0	0	209
OTU_2432_18S	10	201	9	0	0	197	0	0	0	0	0	25	0	0	0	0	0	0	25	21	41	0	529
OTU_2448_18S	55	333	96	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563
OTU_2452_18S	117	0	0	36	0	26	123	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	334
OTU_2465_18S	90	0	0	0	7	0	0	0	0	180	0	25	0	0	0	0	0	0	0	0	0	0	302
OTU_2467_18S	84	56	48	172	0	159	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	563
OTU_2473_18S	60	392	80	21	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616
OTU_2477_18S	79	89	33	31	0	279	0	0	54	0	20	0	0	0	0	0	17	0	0	0	0	0	602
OTU_2479_18S	252	109	0	0	15	177	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	578
OTU_2485_18S	92	45	30	0	0	0	0	10	73	0	0	0	0	0	0	19	0	29	0	0	7	0	305
OTU_2498_18S	0	271	26	0	0	50	0	0	7	0	0	0	0	0	0	23	0	0	0	0	11	0	388
OTU_2514_18S	18	115	35	0	0	391	0	0	0	0	0	44	23	0	0	0	0	0	0	0	23	0	649
OTU_2518_18S	38	35	16	0	21	47	0	0	0	0	0	35	19	0	0	0	0	0	40	0	18	21	290
OTU_2521_18S	105	348	0	0	0	142	0	0	0	0	49	0	0	0	0	0	0	43	0	0	0	0	687
OTU_2527_18S	0	34	32	360	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	594
OTU_2526_18S	0	22	0	123	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	369
OTU_2525_18S	0	76	0	18	24	77	0	0	85	12	0	0	0	0	0	0	0	0	0	0	0	13	305
OTU_2529_18S	0	0	0	37	9	0	0	0	373	0	138	0	0	0	0	0	0	0	0	0	0	0	557
OTU_2537_18S	0	132	38	0	0	72	0	0	0	0	5	0	0	83	16	0	0	0	0	0	0	7	353
OTU_2556_18S	88	0	0	0	0	73	0	0	0	97	53	137	0	0	0	0	0	0	0	0	0	0	448
OTU_2570_18S	88	107	0	77	13	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401
OTU_2569_18S	0	79	0	0	133	0	0	0	93	0	0	52	0	0	0	0	23	0	0	0	0	0	380
OTU_2599_18S	104	114	71	79	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412
OTU_2597_18S	0	3	19	183	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	6	345
OTU_2598_18S	31	84	0	0	0	20	0	38	50	24	0	0	55	0	0	0	0	0	0	0	0	0	302
OTU_2605_18S	56	39	52	18	128	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308
OTU_2609_18S	49	106	0	229	0	69	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	471
OTU_2611_18S	0	16	29	42	15	0	0	0	10	0	0	0	0	19	0	0	0	0	0	0	0	31	162
OTU_2610_18S	10	0	0	12	0	42	89	17	130	78	0	0	0	0	0	0	0	0	0	5	11	0	394
OTU_2612_18S	12	30	61	0	0	0	0	0	15	0	0	0	113	0	0	0	0	0	0	0	12	0	243
OTU_2616_18S	0	100	0	33	16	0	0	0	0	156	56	0	0	0	0	0	0	0	82	0	0	0	443
OTU_2623_18S	0	160	0	0	0	0	0	0	0	0	0	71	0	0	0	58	0	0	0	0	64	0	353
OTU_2637_18S	0	116	0	16	10	35	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	191
OTU_2642_18S	0	23	0	124	11	9	0	0	0	0	0	0	10	0	0	35	0	0	0	0	0	0	212
OTU_2640_18S	14	2	2	3	0	18	2	8	0	4	5	3	3	36	39	0	4	1	43	53	2	1	243
OTU_2648_18S	0	0	0	0	60	0	0	74	162	0	0	0	0	0	26	0	0	0	0	0	0	0	322
OTU_2660_18S	252	0	0	0	0	227	0	0	0	0	0	28	0	0	0	0	0	0	37	17	0	0	561
OTU_2669_18S	25	10	20	24	70	64	11	0	0	43	27	0	0	0	18	0	32	0	0	0	64	0	408
OTU_2679_18S	0	0	0	80	16	42	0	52	115	0	0	0	0	0	0	0	0	0	0	0	0	0	305
OTU_2656_18S	16	37	0	12	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226
OTU_2684_18S	495	16	0	0	0	12	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	541
OTU_2688_18S	0	23	35	0	0	296	0	0	38	0	0	0	0	0	0	0	0	0	0	21	0	14	427
OTU_2690_18S	146	48	34	22	0	111	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	393
OTU_2692_18S	0	54	68	0	0	77	0	0	17	0	0	24	16	12	7	0	0	0	0	0	0	0	275
OTU_2691_18S	0	13	9	0	0	350	47	0	0	0	21	0	12	0	0	0	0	0	101	0	0	0	553
OTU_2698_18S	73	66	13	0	43	121	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493
OTU_2702_18S	80	68	33	0	0	0	0	0	0	29	0	23	25	0	17	0	0	0	0	20	107	0	402
OTU_2704_18S	64	11	49	57	56	0	153	11	0	0	0	23	51	0	0	0	20	0	0	0	7	0	502
OTU_2716_18S	0	0	67	0	0	0	0	0	0	0	0	0	0	156	35	0	0	0	0	0	0	107	365
OTU_2715_18S	62	10	0	0	37	37	0	0	0	235	0	23	0	0	0	0	0	16	0	0	44	0	464
OTU_2719_18S	0	10	19	145	0	32	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	254
OTU_2723_18S	0	131	123	0	0	0	64	0	26	0	0	0	0	31	0	0	0	0	0	0	0	24	399
OTU_2724_18S	264	69	0	45	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490
OTU_2734_18S	52	0	0	40	4	0	0	28	23	0	0	0	0	0	0	9	0	0	0	0	0	0	156
OTU_2742_18S	0	12	43	65	12	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	35	216
OTU_2747_18S	82	52	1	393	23	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	581
OTU_2770_18S	0	30	70	189	71	119	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	489
OTU_2771_18S	180	216	42	49	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528
OTU_2787_18S	0	48	19	0	0	324	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	424
OTU_2791_18S	33	0	26	0	0	15	0	10	11	0	4	0	0	0	0	0	0	8	0	0	0	0	107
OTU_2801_18S	101	0	8	0	6	25	0	0	0	0	0	26	0	19	97	39	0	43	0	0	0	0	364
OTU_2811_18S	27	308	72	0	0	0	0	0	0	0	0	11	18	0	0	55	0	0	0	0	38	0	529
OTU_2816_18S	0	87	36	0	28	0	0	0	0	105	0	0	0	0	32	0	0	0	0	0	0	0	288
OTU_2835_18S	0	0	0	0	8	0	0	0	0	0	0	121	0	0	0	38	10	0	175	0	0	0	352
OTU_2842_18S	72	165	15	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419
OTU_2853_18S	86	24	0	5	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500
OTU_2852_18S	287	0	44	0	0	73	0	28	0	81	0	12	0	0	0	0	0	0	0	0	0	0	525
OTU_2859_18S	22	58	17	299	36	20	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	493
OTU_2860_18S	0	121	228	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14	0	0	73	0	450
OTU_2866_18S	113	132	59	75	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434
OTU_2877_18S	18	20	5	26	0	9	32	0	9	1	30	3	5	36	33	4	16	3	47	5	2	6	310
OTU_2880_18S	0	0	0	271	53	0	0	0	28	0	0	0	0	0	19	0	0	0	0	0	0	0	371
OTU_2882_18S	0	6	6	213	95	0	0	10	82	0	0	0	51	0	0	0	0	0	0	0	0	0	463
OTU_2718_18S	140	124	48	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	324
OTU_2897_18S	0	13	80	135	6	0	0	18	0	0	0	0	0	0	0	0	0	0	43	0	0	0	295
OTU_2918_18S	143	73	40	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303
OTU_2938_18S	0	0	0	251	29	135	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	430
OTU_2941_18S	142	51	69	7	0	194	0	0	0	0	3	2	0	0	8	11	0	1	6	3	0	2	499
OTU_2943_18S	156	18	11	55	9	58	0	0	0	77	67	0	8	0	0	0	0	14	0	10	0	0	483
OTU_2962_18S	33	0	22	147	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245
OTU_2973_18S	14	257	0	154	27	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499
OTU_2975_18S	0	164	4	0	0	185	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	376
OTU_2992_18S	0	0	0	0	333	19	0	0	14	35	0	0	0	0	0	0	9	0	0	0	0	0	410
OTU_2995_18S	102	70	101	0	11	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352
OTU_3038_18S	0	0	0	42	0	113	0	0	119	0	53	0	0	0	0	0	0	0	0	0	0	0	327
OTU_3041_18S	0	48	7	9	6	0	0	0	7	0	0	25	0	29	0	0	0	0	0	0	234	13	378
OTU_3042_18S	0	0	0	18	0	0	0	34	0	0	0	0	88	45	0	0	0	0	0	0	0	0	185
OTU_3043_18S	51	42	77	202	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455
OTU_3047_18S	0	7	21	81	0	87	0	0	0	51	0	0	0	17	0	0	0	30	0	0	59	0	353
OTU_3069_18S	0	0	0	0	0	0	0	0	0	0	0	0	10	104	94	32	0	0	0	0	0	0	240
OTU_3070_18S	59	0	99	115	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381
OTU_3074_18S	209	35	0	70	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338
OTU_3081_18S	13	20	0	66	92	14	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	268
OTU_3095_18S	13	215	58	15	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363
OTU_3111_18S	38	59	54	276	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521
OTU_3121_18S	0	0	0	60	0	0	0	27	0	0	0	10	0	0	0	17	0	0	0	0	0	0	114
OTU_2944_18S	27	22	0	0	12	150	0	0	0	0	32	0	0	0	0	14	0	0	0	0	0	0	257
OTU_3129_18S	10	0	0	182	0	24	0	32	0	0	0	0	0	0	0	12	0	0	0	0	0	0	260
OTU_3137_18S	51	101	42	0	0	67	0	0	0	131	78	0	0	0	0	0	0	0	0	0	0	0	470
OTU_3136_18S	83	59	0	0	20	28	0	0	0	110	0	33	0	0	0	0	27	0	0	23	29	0	412
OTU_3141_18S	156	162	0	10	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400
OTU_3144_18S	66	77	0	0	0	250	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	410
OTU_3145_18S	25	114	5	50	46	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279
OTU_3151_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	29	86	0	24	0	0	238
OTU_3152_18S	0	10	76	0	0	0	0	0	4	0	0	0	0	70	0	0	0	0	0	17	0	0	177
OTU_3154_18S	37	0	0	32	0	2	21	33	25	46	75	33	11	0	0	25	0	0	0	3	0	1	344
OTU_3157_18S	49	0	7	140	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209
OTU_3174_18S	66	0	0	37	0	34	0	0	0	39	0	0	0	0	0	32	23	0	0	0	0	0	231
OTU_3192_18S	51	110	0	0	8	83	0	0	0	15	57	15	0	0	0	0	0	0	0	0	0	0	339
OTU_3201_18S	0	58	74	0	0	167	0	0	0	0	0	25	0	0	0	0	0	23	0	0	0	0	347
OTU_3216_18S	8	35	0	0	0	0	0	0	0	0	0	50	58	0	0	0	0	0	0	0	0	0	151
OTU_3220_18S	0	53	100	0	40	0	0	0	0	0	0	0	43	0	0	0	25	0	0	0	0	0	261
OTU_3228_18S	104	0	0	178	11	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310
OTU_3231_18S	55	30	0	26	0	18	109	0	0	0	0	0	0	0	0	11	0	0	0	12	0	0	261
OTU_3243_18S	90	15	0	0	0	17	0	0	0	0	0	9	22	0	0	0	0	0	0	0	0	0	153
OTU_3253_18S	186	144	74	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479
OTU_3279_18S	0	0	0	0	28	0	0	0	118	0	0	0	21	0	0	0	0	27	0	31	27	0	252
OTU_3278_18S	8	0	0	0	0	22	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	23	227
OTU_3292_18S	2	5	13	2	0	39	0	5	0	0	0	0	9	0	0	33	4	0	0	0	21	23	156
OTU_3297_18S	0	0	69	10	0	28	95	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	245
OTU_3296_18S	183	0	0	0	0	12	95	0	0	72	0	40	0	0	0	0	0	0	0	0	0	0	402
OTU_3341_18S	9	137	0	0	0	232	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	404
OTU_3344_18S	46	0	16	17	0	18	0	0	0	0	0	0	0	0	33	0	37	0	0	0	0	15	182
OTU_3361_18S	0	0	82	0	0	0	0	0	0	0	0	0	40	0	27	9	0	0	0	36	16	60	270
OTU_3367_18S	0	0	0	0	0	142	0	36	15	0	0	0	0	0	17	0	0	0	0	0	0	0	210
OTU_3368_18S	19	13	26	95	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170
OTU_3373_18S	57	147	22	49	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310
OTU_3395_18S	0	40	24	180	17	86	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395
OTU_3393_18S	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	124	40	0	0	0	171
OTU_3403_18S	0	0	0	0	15	0	0	0	67	0	0	0	0	0	0	0	0	18	0	0	0	36	136
OTU_3419_18S	64	114	87	12	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348
OTU_3418_18S	0	17	0	0	0	0	96	0	0	0	0	0	0	20	0	0	0	36	0	0	0	0	169
OTU_3426_18S	0	0	0	8	34	91	0	0	74	30	0	6	0	0	0	31	0	17	0	0	0	0	291
OTU_3442_18S	0	0	20	8	0	7	0	0	0	0	22	0	0	71	171	0	17	0	0	17	0	0	333
OTU_3450_18S	55	128	0	0	7	19	84	0	0	14	0	12	0	0	0	0	0	0	0	0	46	26	391
OTU_3451_18S	55	36	40	12	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	168
OTU_3461_18S	0	0	16	16	0	193	0	0	0	0	34	0	0	57	0	0	0	0	0	0	0	0	316
OTU_3469_18S	18	249	80	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	426
OTU_3475_18S	62	0	0	0	0	234	0	0	0	57	15	0	0	0	0	0	0	0	0	0	0	0	368
OTU_3476_18S	0	0	0	179	10	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	25	254
OTU_3497_18S	18	0	0	148	0	7	0	0	27	0	0	22	20	0	16	0	0	0	0	0	0	0	258
OTU_3510_18S	39	190	0	37	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307
OTU_3509_18S	65	15	14	55	15	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263
OTU_3517_18S	0	0	8	0	0	0	0	36	106	0	0	0	21	43	0	0	0	0	0	0	0	0	214
OTU_3528_18S	0	0	0	0	40	0	0	0	0	33	0	0	0	0	31	0	58	0	0	0	51	20	233
OTU_3539_18S	0	23	36	0	23	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157
OTU_3546_18S	0	58	0	178	0	20	0	17	0	0	0	54	0	0	0	0	0	10	6	0	0	0	343
OTU_3553_18S	77	75	0	44	10	30	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	273
OTU_3558_18S	28	26	12	20	6	54	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	175
OTU_3569_18S	26	46	0	44	56	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	302
OTU_3585_18S	0	0	46	0	0	58	187	0	0	0	0	0	0	0	0	0	0	0	42	79	0	0	412
OTU_3599_18S	74	47	0	2	0	115	0	0	0	0	24	0	5	0	0	0	25	0	0	0	0	0	292
OTU_3627_18S	0	41	13	8	0	0	0	0	0	0	0	0	18	38	9	0	0	0	0	0	16	0	143
OTU_3626_18S	75	0	0	102	10	47	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	333
OTU_3628_18S	0	80	23	0	0	0	0	0	0	0	0	0	0	83	12	0	0	0	0	23	0	0	221
OTU_3643_18S	98	37	0	145	21	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351
OTU_3642_18S	109	62	0	41	27	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373
OTU_3651_18S	42	0	22	211	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339
OTU_3659_18S	0	0	0	0	0	0	0	115	30	0	0	0	0	0	0	25	0	38	0	0	0	0	208
OTU_3666_18S	0	0	0	34	24	2	0	0	50	3	0	28	18	0	0	0	0	0	11	0	0	0	170
OTU_3693_18S	0	162	0	0	0	0	0	0	0	0	0	0	18	0	0	0	43	0	0	0	0	40	263
OTU_3694_18S	0	0	0	99	31	0	0	0	71	0	0	0	0	0	0	7	0	0	0	0	0	0	208
OTU_3696_18S	55	146	85	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359
OTU_3720_18S	0	46	0	272	0	32	0	0	0	34	6	0	0	0	0	0	0	0	0	0	0	0	390
OTU_3728_18S	47	27	0	0	53	54	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389
OTU_3729_18S	0	0	0	104	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	47	182
OTU_3740_18S	0	75	0	45	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	200
OTU_3746_18S	133	56	12	112	0	21	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	365
OTU_3745_18S	72	0	0	102	5	0	0	0	0	0	14	25	0	0	0	0	0	0	0	0	0	0	218
OTU_3751_18S	0	0	0	14	0	0	0	0	48	0	0	0	0	70	0	40	0	0	0	0	0	0	172
OTU_3758_18S	15	74	15	0	0	0	0	10	0	0	0	0	0	9	12	0	0	0	0	0	25	0	160
OTU_3772_18S	0	48	0	0	0	0	70	0	127	0	0	0	0	0	55	0	0	0	0	0	0	0	300
OTU_3749_18S	79	48	18	5	15	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	199
OTU_3783_18S	54	0	0	0	0	0	0	0	0	0	0	0	0	37	77	0	0	0	0	0	0	74	242
OTU_3793_18S	0	51	0	0	0	18	0	0	0	0	0	0	0	0	0	15	0	23	0	0	0	0	107
OTU_3797_18S	0	10	0	13	8	25	0	30	6	3	14	10	43	7	7	6	13	12	15	16	0	4	242
OTU_3803_18S	24	18	0	87	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	166
OTU_3816_18S	0	0	0	34	11	18	0	0	46	0	0	0	0	0	0	0	0	104	0	0	0	0	213
OTU_3817_18S	37	0	0	8	0	15	116	0	0	49	0	0	0	0	22	0	0	0	0	0	0	0	247
OTU_3821_18S	152	62	13	7	0	28	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	282
OTU_3826_18S	12	119	0	0	0	15	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	167
OTU_3835_18S	3	3	0	57	4	29	0	0	0	8	4	25	0	40	0	23	0	0	0	0	0	0	196
OTU_3864_18S	0	79	23	0	0	63	0	0	0	0	0	14	0	0	0	0	0	0	0	13	0	0	192
OTU_3867_18S	0	48	0	0	0	0	56	0	0	50	35	0	0	0	0	0	0	0	0	0	97	0	286
OTU_3874_18S	10	13	0	11	26	26	0	0	13	135	0	0	0	0	17	0	0	0	0	0	0	32	283
OTU_3882_18S	28	9	7	4	7	15	0	4	3	2	43	4	12	0	0	2	24	0	4	8	6	4	186
OTU_3884_18S	23	0	15	14	11	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248
OTU_3892_18S	74	0	26	0	0	103	0	10	0	0	24	0	0	0	0	0	0	0	0	0	0	0	237
OTU_3890_18S	71	13	29	33	28	43	0	0	0	0	16	0	12	20	0	0	0	0	0	0	0	25	290
OTU_3898_18S	0	46	22	192	44	20	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	343
OTU_3925_18S	21	57	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	227
OTU_3927_18S	31	142	0	54	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248
OTU_3969_18S	101	7	0	0	5	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	131
OTU_3985_18S	8	76	0	0	23	158	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	280
OTU_3982_18S	0	0	27	0	0	105	0	0	0	0	0	0	153	0	0	0	0	0	0	40	0	0	325
OTU_3983_18S	99	43	7	7	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210
OTU_3991_18S	1	9	0	3	8	1	0	0	29	0	0	0	0	0	0	0	65	0	0	0	0	58	174
OTU_3997_18S	0	11	0	19	0	101	42	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	192
OTU_4015_18S	61	22	48	17	0	18	0	23	39	0	0	0	0	0	0	0	0	0	0	0	0	0	228
OTU_4045_18S	3	5	0	2	1	3	0	0	79	0	0	7	0	0	0	26	6	0	15	0	4	0	151
OTU_4048_18S	0	0	0	138	30	31	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	289
OTU_4047_18S	0	0	2	2	0	16	0	6	2	0	8	0	0	14	12	6	0	0	0	33	0	13	114
OTU_4079_18S	0	0	27	49	8	15	0	0	0	0	0	31	44	0	0	0	0	0	22	16	0	0	212
OTU_4097_18S	17	5	0	5	21	36	0	0	41	0	24	0	22	0	0	5	0	0	0	0	0	0	176
OTU_4101_18S	96	17	0	0	0	39	0	0	0	79	0	19	0	0	0	0	0	0	0	0	0	0	250
OTU_4111_18S	0	0	0	103	0	34	0	0	0	25	0	0	0	0	0	0	8	57	0	0	0	0	227
OTU_4110_18S	0	17	0	130	0	0	0	25	0	0	32	0	25	9	0	0	18	0	0	0	0	0	256
OTU_4138_18S	0	0	0	0	0	18	0	40	0	0	97	7	0	0	0	0	0	0	34	0	0	0	196
OTU_4151_18S	24	83	20	0	9	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176
